MonthNum,Year,Quantity,Discount Percentage,Marketing Spend (USD),Actual,Predicted
10,2022,4,0,0,880.88,1797.9085492965605
5,2023,4,0,0,880.88,1806.968339113162
5,2023,4,0,0,880.88,1806.968339113162
12,2022,4,0,0,880.88,1786.821097625485
6,2022,4,0,127,880.88,1808.4078243635959
3,2022,4,0,93,880.88,1828.1647606210245
6,2022,4,0,0,880.88,1820.0834526387043
1,2022,4,0,0,880.88,1847.802081816386
11,2022,5,20,21,880.88,1712.1217192591357
3,2022,4,0,0,880.88,1836.7146301453176
7,2023,4,0,0,880.88,1795.8808874420865
4,2022,7,15,128,881.2,2827.9133700584935
3,2022,7,15,28,881.2,2842.650503984667
6,2023,7,15,86,881.2,2802.0283104244154
2,2023,2,15,174,882.45,444.4588046870995
2,2023,3,5,0,886.92,1211.1078420041376
1,2023,6,10,8,887.92,2500.747788544548
4,2023,6,10,43,888.08,2480.898918206207
3,2022,6,0,8,888.6,2784.6408414819452
6,2023,6,0,198,888.6,2731.8833492420526
5,2023,6,0,1,888.6,2755.5380890161396
3,2022,6,0,0,888.6,2785.376314129193
1,2022,6,0,24,888.6,2794.257347858518
5,2023,6,0,90,888.6,2747.355955815474
8,2022,6,0,0,888.6,2757.6576849515113
1,2023,6,0,0,888.6,2777.8049264391884
10,2023,2,0,0,891.5,830.588025951598
2,2023,2,0,132,891.5,862.8025339562591
5,2022,5,0,0,894.1,2299.9580204661834
11,2022,5,0,120,894.1,2255.663575744198
5,2022,5,0,43,894.1,2296.004854987208
1,2022,5,0,187,894.1,2304.941250678843
5,2022,5,0,83,894.1,2292.3274917509552
9,2022,5,0,0,894.1,2277.7831171240323
4,2022,5,0,0,894.1,2305.501746301721
2,2022,5,0,0,894.1,2316.5891979727894
6,2022,5,0,136,894.1,2281.9112596273844
4,2023,5,0,92,894.1,2278.3849714972603
11,2022,5,0,128,894.1,2254.9281030969432
12,2023,5,0,0,894.1,2242.493100256346
10,2022,5,0,0,894.1,2272.2393912884945
6,2023,5,0,0,894.1,2275.7554552695656
11,2022,5,0,122,894.1,2255.479707582381
10,2023,5,0,55,894.1,2248.524177477564
5,2023,5,0,0,894.1,2281.2991811051033
4,2023,5,0,0,894.1,2286.842906940641
8,2022,3,0,92,894.96,1326.2072235323067
7,2023,3,0,0,894.96,1321.5500454501453
5,2022,3,0,69,894.96,1344.9528848997652
11,2023,3,0,13,894.96,1298.1799990562213
3,2023,3,0,147,894.96,1330.210638899065
1,2023,3,0,0,894.96,1354.812400463372
3,2023,3,0,29,894.96,1341.0588604460136
9,2022,3,0,0,894.96,1329.121433140157
11,2023,3,0,39,894.96,1295.7897129526536
4,2023,3,0,111,894.96,1327.9765399761527
10,2022,3,0,0,894.96,1323.5777073046193
11,2023,3,0,104,894.96,1289.8139976937455
11,2023,3,0,0,894.96,1299.3751421080015
4,2023,3,0,184,897.66,1321.2653520699896
6,2023,3,0,134,897.66,1314.774604444232
12,2022,3,0,45,897.66,1308.3532219927583
2,2022,3,0,172,897.66,1352.1148520730203
4,2022,3,0,38,897.66,1353.3465672433958
2,2022,3,0,18,897.66,1366.2727005326014
7,2023,3,0,118,897.66,1310.7018239031968
1,2022,3,0,0,897.66,1373.471239824452
2,2023,3,0,0,897.66,1349.2686746278341
11,2023,3,0,0,897.66,1299.3751421080015
4,2023,3,0,120,897.66,1327.149133248
4,2023,3,0,99,897.66,1329.0797489470278
5,2022,2,15,153,900.17,448.4170822406013
5,2022,2,15,24,900.17,460.27657867751986
11,2023,1,5,0,901.93,212.55262550042244
6,2023,1,5,61,901.93,234.66327574282332
12,2023,5,5,0,902.55,2104.3322676326497
11,2022,5,5,0,902.55,2128.5348328292603
3,2023,5,5,0,902.55,2154.2258001524824
6,2023,5,5,0,909.96,2137.594622645869
1,2023,6,15,13,911.98,2362.127285516319
7,2022,6,20,133,912.05,2198.330847531717
11,2023,9,5,0,912.28,4007.1993614359453
11,2022,7,0,183,915.74,3198.5334126309826
8,2023,7,0,0,915.74,3213.3296875823726
10,2022,7,0,114,915.74,3210.420590049056
3,2022,7,0,57,915.74,3254.4669135094737
6,2022,7,0,0,915.74,3243.075978614528
9,2023,7,0,0,915.74,3207.785961746835
9,2023,7,0,47,915.74,3203.4650599442393
4,2022,7,0,0,915.74,3254.1634302855964
7,2022,7,0,188,915.74,3220.248645568601
11,2022,7,0,152,915.74,3201.3833691390755
4,2023,7,0,18,915.74,3233.8497774682037
12,2022,7,0,165,915.74,3194.6445002517576
3,2022,7,0,150,915.74,3245.9170439851805
8,2022,7,0,168,915.74,3216.543601351186
8,2023,1,5,98,917.68,220.17426307821734
9,2023,13,5,165,918.84,5900.441057725231
9,2022,2,0,0,923.02,854.7905911482158
12,2022,2,0,0,923.02,838.1594136416024
7,2023,2,0,0,923.02,847.219203458204
7,2022,2,0,0,923.02,865.878042819284
4,2023,2,0,121,923.02,852.7263571751537
10,2022,2,0,50,923.02,844.6501612673601
12,2022,2,0,0,923.02,838.1594136416024
5,2022,2,0,162,923.02,862.0721733835308
1,2022,2,0,79,923.02,891.87760544091
8,2022,3,0,0,933.6,1334.6651589756875
3,2022,3,0,0,933.6,1362.3837881533764
3,2022,3,0,161,933.6,1347.5824011274526
1,2022,3,0,33,933.6,1370.4374151545417
2,2022,3,0,0,933.6,1367.9275139889141
4,2022,3,0,82,933.6,1349.3014676835155
8,2023,3,0,0,933.6,1316.0063196146075
1,2023,3,0,177,933.6,1338.5400681429528
3,2022,3,0,105,933.6,1352.730709658208
3,2023,2,10,47,934.36,588.7515397503666
9,2022,5,10,0,934.56,2001.4614518766393
3,2022,3,0,0,934.71,1362.3837881533764
5,2022,3,0,0,934.71,1351.2963364823008
9,2023,3,0,60,934.71,1304.946548924694
8,2023,3,0,90,934.71,1307.7322523330367
4,2023,3,0,96,934.71,1329.3555511897503
9,2022,3,0,31,934.71,1326.2714766320569
2,2022,3,0,63,934.71,1362.135666891816
12,2022,3,0,162,934.71,1297.596934526715
7,2022,3,0,0,934.71,1340.2088848112253
5,2022,3,0,0,934.71,1351.2963364823008
12,2023,3,0,110,934.71,1283.7186673727629
6,2023,3,0,7,934.71,1326.4502327193404
2,2023,3,0,92,934.71,1340.8107391844533
10,2023,3,0,62,934.71,1299.2189549273462
3,2022,3,0,0,934.71,1362.3837881533764
11,2022,3,0,0,934.71,1318.0339814690815
8,2022,3,0,0,934.71,1334.6651589756875
7,2023,3,0,114,934.71,1311.0695602268243
2,2023,3,0,0,934.71,1349.2686746278341
6,2023,6,5,155,937.42,2597.675682097324
6,2022,6,5,183,937.42,2613.7603671930337
9,2022,14,0,0,945.0,6546.760695051496
8,2022,1,0,0,949.4,386.00347499181225
7,2022,1,0,0,949.4,391.54720082735
12,2022,1,0,24,949.4,361.6221537079109
9,2022,1,0,31,949.4,377.60979264817433
9,2022,1,0,0,949.4,380.4597491562745
11,2023,1,0,122,949.4,339.49750025354297
8,2022,1,0,73,949.4,379.29228708564915
8,2022,1,0,111,949.4,375.7987920112064
9,2022,1,0,11,949.4,379.4484742663044
12,2023,5,0,126,950.05,2230.90940606215
8,2022,5,0,0,950.05,2283.32684295957
8,2022,5,0,10,950.05,2282.407502150505
11,2022,5,0,194,950.05,2248.86045375713
1,2023,5,0,0,950.05,2303.474084447247
3,2023,5,0,0,950.05,2292.3866327761716
8,2023,5,0,0,950.05,2264.66800359849
4,2022,5,0,0,950.05,2305.501746301721
8,2023,5,0,0,950.05,2264.66800359849
1,2022,5,0,85,950.05,2314.318526931289
2,2022,5,0,48,950.05,2312.1763620892816
9,2023,5,0,27,950.05,2256.6420575784796
2,2023,5,0,106,950.05,2288.185346035636
11,2022,5,0,0,950.05,2266.6956654529567
12,2023,5,0,139,950.05,2229.7142630103626
1,2023,1,0,0,951.21,406.15071647948935
6,2023,1,0,14,951.21,377.14501016912254
3,2023,1,0,0,951.21,395.0632648084138
9,2023,17,0,155,951.83,7936.84459912575
6,2022,2,20,198,954.38,300.5754901405817
4,2022,2,20,0,954.38,329.8658898311114
1,2023,2,20,0,954.38,327.8382279766447
6,2022,4,20,0,954.62,1267.4401221439184
11,2023,5,0,135,957.85,2235.6257251695206
3,2023,5,0,0,957.85,2292.3866327761716
2,2023,5,0,0,957.85,2297.9303586117094
7,2022,5,0,176,957.85,2272.690170555594
3,2022,5,0,0,957.85,2311.045472137259
10,2023,5,0,42,957.85,2249.7193205293515
4,2022,5,0,0,957.85,2305.501746301721
9,2022,5,0,49,957.85,2273.2783471596194
6,2022,5,0,171,957.85,2278.693566795664
5,2023,5,0,50,957.85,2276.7024770597855
10,2023,5,0,55,957.85,2248.524177477564
3,2022,5,0,0,957.85,2311.045472137259
12,2023,5,0,116,957.85,2231.828746871208
12,2022,5,0,0,957.85,2261.1519396174263
5,2023,5,0,0,957.85,2281.2991811051033
2,2022,5,0,0,957.85,2316.5891979727894
6,2023,10,10,107,960.3,4361.251053324893
1,2023,9,0,0,960.3,4200.797452415012
11,2023,9,0,79,960.3,4138.097401668041
7,2023,9,0,80,960.3,4160.18037092928
7,2023,9,0,0,960.3,4167.535097401786
8,2023,9,0,84,960.3,4154.268908770115
9,2022,9,0,0,960.3,4175.106485091797
12,2023,9,0,0,960.3,4139.816468224104
6,2023,2,20,0,964.27,300.11959879895585
10,2022,1,0,0,965.98,374.9160233207367
8,2023,1,0,0,965.98,367.3446356307322
3,2023,1,0,0,965.98,395.0632648084138
5,2023,1,0,0,965.98,383.97581313733826
9,2022,1,0,85,965.98,372.64535227923625
7,2022,6,15,0,969.05,2348.7189129159597
7,2022,6,15,26,969.05,2346.328626812392
8,2022,1,0,0,970.21,386.00347499181225
11,2022,1,0,157,970.21,354.93864678290265
7,2022,1,0,175,970.21,375.45873666874104
8,2022,1,0,0,970.21,386.00347499181225
1,2023,6,15,0,977.01,2363.322428568099
1,2022,6,15,0,977.01,2381.981267929179
4,2022,7,15,43,978.36,2835.7277669355317
3,2022,7,15,0,978.36,2845.2246582500447
10,2022,7,15,166,978.54,2791.1575199708386
2,2023,7,15,126,978.54,2820.5258505303063
1,2023,7,5,176,984.86,3097.794537567919
7,2023,7,5,30,984.86,3077.954558367026
11,2023,2,5,0,986.27,686.8834674923637
12,2022,5,5,152,986.48,2109.017126695966
7,2022,6,0,73,986.58,2756.490222880886
8,2023,6,0,99,986.58,2729.8973715807006
2,2022,6,0,0,986.58,2790.9200399647307
9,2022,6,0,0,986.58,2752.1139591159736
9,2023,6,0,0,986.58,2733.4551197548935
5,2023,6,0,69,986.58,2749.286571514509
8,2023,6,0,0,986.58,2738.9988455904313
4,2022,6,0,0,986.58,2779.832588293655
5,2023,6,0,0,986.58,2755.6300230970446
7,2022,6,0,0,986.58,2763.201410787049
8,2022,6,0,69,986.58,2751.3142333689757
1,2023,6,0,0,986.58,2777.8049264391884
5,2023,6,0,0,986.76,2755.6300230970446
4,2022,6,0,0,986.76,2779.832588293655
3,2022,6,0,0,986.76,2785.376314129193
7,2023,6,0,186,986.76,2727.44283237739
5,2022,6,0,132,986.76,2762.153563778491
6,2023,6,0,37,986.76,2746.684736267969
7,2023,6,0,162,986.76,2729.6492503191403
8,2022,6,0,0,986.76,2757.6576849515113
3,2022,6,0,98,986.76,2776.3667742003745
7,2023,6,0,188,986.76,2727.25896421558
3,2023,6,0,0,986.76,2766.717474768113
7,2022,6,0,0,986.76,2763.201410787049
6,2022,6,0,9,986.76,2767.917729894427
2,2022,6,0,0,986.76,2790.9200399647307
10,2022,6,0,187,986.76,2729.3785601509517
1,2023,6,0,94,986.76,2769.16312283399
8,2022,5,10,171,990.99,1991.2844498771956
1,2023,6,20,82,996.86,2217.6230013100794
12,2023,4,20,179,997.02,1199.0627272873826
1,2022,2,0,0,1000.46,899.1403978325106
5,2023,9,15,0,1000.77,3764.1400512017717
7,2023,3,10,0,1006.29,1045.2283802027523
2,2023,3,10,0,1006.29,1072.9470093804412
6,2023,3,10,144,1006.29,1037.533598387774
6,2022,8,15,0,1007.08,3302.9243227353727
4,2022,4,15,0,1014.29,1416.6884064386904
5,2023,4,15,0,1014.29,1392.4858412420726
3,2023,4,15,0,1017.35,1403.5732929131482
3,2022,6,5,93,1019.27,2638.6656119812033
3,2023,2,15,144,1024.54,441.6731012787495
8,2022,2,15,0,1024.54,445.8518191126641
6,2023,6,10,0,1026.05,2473.764632014114
4,2023,3,10,0,1028.13,1061.8595577093656
12,2023,6,10,102,1034.48,2431.1250007484414
6,2022,6,10,0,1034.48,2492.423471375194
4,2022,6,10,0,1034.48,2503.510923046262
6,2022,7,10,4,1036.1,2966.3865770435077
11,2022,7,10,139,1036.1,2926.2568469434627
7,2022,7,0,0,1036.7,3237.5322527789904
6,2022,7,0,0,1036.7,3243.075978614528
8,2022,7,0,109,1036.7,3221.967712124664
4,2023,7,0,0,1036.7,3235.5045909245164
1,2023,7,0,197,1036.7,3234.0247544925805
2,2023,7,0,58,1036.7,3241.2598659030264
9,2022,7,0,0,1036.7,3226.444801107915
11,2023,7,0,12,1036.7,3195.595301104884
4,2022,7,0,0,1036.7,3254.1634302855964
7,2022,7,0,0,1036.7,3237.5322527789904
12,2022,7,0,0,1036.7,3209.8136236013015
3,2023,7,0,128,1036.7,3229.2807544040406
8,2022,7,0,0,1036.7,3231.9885269434526
5,2023,7,0,198,1036.7,3211.7579170695244
5,2023,7,0,94,1036.7,3221.3190614837804
5,2023,7,0,0,1036.7,3229.9608650889786
5,2022,7,0,0,1036.7,3248.6197044500586
6,2022,7,0,115,1036.7,3232.503559310302
11,2023,7,0,20,1036.7,3194.859828457629
4,2023,7,0,0,1036.7,3235.5045909245164
3,2023,7,0,0,1036.7,3241.048316760054
4,2022,7,0,0,1036.7,3254.1634302855964
12,2022,7,0,0,1036.7,3209.8136236013015
11,2023,2,0,140,1038.18,812.1735287891715
11,2022,2,0,175,1038.18,827.6146753185312
3,2023,2,0,82,1038.18,861.855512166032
2,2023,2,0,132,1038.18,862.8025339562591
3,2023,2,0,36,1038.18,866.0844798877297
2,2022,5,0,76,1038.4,2309.602207823911
11,2023,5,0,0,1038.4,2248.0368260918767
12,2022,5,0,0,1038.4,2261.1519396174263
2,2022,5,0,0,1038.4,2316.5891979727894
12,2022,5,0,161,1038.4,2246.3505525915025
11,2022,5,0,0,1038.4,2266.6956654529567
11,2023,5,0,32,1038.4,2245.0949355028715
9,2022,5,0,77,1038.4,2270.7041928942417
10,2022,5,0,0,1038.4,2272.2393912884945
2,2022,5,0,170,1038.4,2300.960404218713
1,2023,5,0,0,1038.4,2303.474084447247
8,2023,5,5,0,1046.04,2126.5071709747936
10,2022,8,0,0,1046.56,3695.2319172643183
10,2023,2,15,83,1046.74,408.4749993652804
7,2023,2,15,0,1046.74,432.73670558711456
6,2023,3,20,77,1050.31,767.3715165611065
2,2022,8,20,0,1052.35,3186.9383934538273
12,2023,8,20,0,1052.35,3112.842295737377
7,2022,6,20,192,1057.06,2192.9067367582466
12,2023,4,15,0,1058.08,1353.6797603933155
4,2022,2,0,0,1059.02,882.5092203258973
6,2022,2,0,152,1059.02,857.447788357058
2,2023,2,0,0,1059.02,874.9378326358928
6,2023,2,0,107,1059.02,842.9259826367634
4,2023,2,0,0,1059.02,863.8503809648173
4,2022,2,0,0,1059.02,882.5092203258973
7,2023,2,0,107,1059.02,837.3822568012256
2,2023,2,0,171,1059.02,859.2171048009113
12,2023,6,15,59,1059.17,2296.91733360372
3,2023,4,15,0,1059.34,1403.5732929131482
4,2023,4,15,0,1059.34,1398.0295670776104
9,2022,9,10,58,1059.64,3893.452643151839
6,2022,3,5,0,1062.2,1207.5917780230666
1,2022,7,15,0,1063.98,2856.3121099211203
3,2022,7,20,99,1064.06,2697.9623516166175
9,2022,7,20,38,1064.06,2670.307975538686
10,2022,9,20,0,1066.32,3616.9194287614737
9,2022,9,20,187,1066.32,3605.2714814675273
1,2022,10,0,130,1067.0,4681.83570325021
8,2022,10,0,172,1067.0,4639.168391003375
11,2022,10,0,15,1067.0,4636.9708641990655
2,2022,10,0,38,1067.0,4684.749912858053
12,2022,10,0,160,1067.0,4618.096696632114
12,2023,10,0,0,1067.0,4614.147310216045
8,2023,10,0,0,1067.0,4636.322213558189
12,2022,10,0,143,1067.0,4619.6595760075215
11,2022,10,0,48,1067.0,4633.937039529155
2,2022,10,0,0,1067.0,4688.243407932496
12,2022,10,0,0,1067.0,4632.806149577125
4,2023,3,20,167,1069.8,770.1849009506113
11,2022,3,20,0,1069.8,765.3906509742956
10,2022,7,20,0,1072.79,2668.257744777591
8,2022,7,20,139,1072.79,2666.566359202683
8,2022,6,0,0,1072.92,2757.6576849515113
5,2023,6,0,94,1072.92,2746.9882194918464
3,2023,6,0,20,1072.92,2764.878793149983
6,2022,6,0,0,1072.92,2768.745136622587
7,2022,6,0,0,1072.92,2763.201410787049
6,2022,6,0,0,1072.92,2768.745136622587
8,2022,6,0,58,1072.92,2752.325508258946
7,2023,6,0,33,1072.92,2741.508746756059
8,2023,6,0,151,1072.92,2725.1167993735726
1,2022,6,0,110,1072.92,2786.3510169005676
8,2022,6,0,177,1072.92,2741.3853526310922
4,2022,6,0,0,1072.92,2779.832588293655
3,2023,6,0,0,1072.92,2766.717474768113
4,2022,6,0,198,1072.92,2761.629640274201
6,2022,2,10,87,1073.68,587.1018383685805
9,2023,4,10,0,1073.95,1508.471770523618
2,2022,4,10,0,1077.19,1565.9366907334625
1,2023,4,10,60,1077.19,1547.30553235353
11,2022,6,5,0,1083.06,2602.8656748212015
11,2022,2,10,0,1084.81,567.3814742297473
9,2022,2,10,104,1084.81,568.9077814865668
3,2022,2,10,15,1084.81,610.3522697004446
1,2022,2,10,71,1084.81,616.2914128407647
5,2023,3,5,131,1085.25,1182.4332998987957
9,2022,2,10,27,1089.18,575.9867057163501
5,2023,6,5,60,1091.95,2611.953145618965
5,2023,7,5,0,1093.46,3091.800032465282
3,2023,5,0,0,1101.1,2292.3866327761716
2,2023,5,0,0,1101.1,2297.9303586117094
4,2023,5,0,167,1101.1,2271.48991542928
9,2022,5,0,53,1101.1,2272.9106108359993
5,2022,5,0,114,1101.1,2289.4775352428624
11,2023,5,0,0,1101.1,2248.0368260918767
9,2022,5,0,0,1101.1,2277.7831171240323
8,2022,5,0,0,1101.1,2283.32684295957
8,2023,5,0,32,1101.1,2261.726113009485
3,2022,5,0,0,1101.1,2311.045472137259
2,2022,5,0,0,1101.1,2316.5891979727894
5,2022,3,20,0,1107.62,798.6530059875149
9,2022,3,20,22,1107.62,774.455552865431
3,2023,3,20,25,1107.62,788.7832662748551
11,2022,2,10,0,1108.31,567.3814742297473
4,2023,10,15,0,1111.97,4244.014619029251
4,2023,3,15,75,1115.96,916.8036690176959
7,2022,3,0,0,1118.1,1340.2088848112253
9,2023,3,0,0,1118.1,1310.462593779077
9,2023,3,0,93,1118.1,1301.9127242547838
7,2023,3,0,149,1118.1,1307.851867395104
7,2022,3,0,0,1118.1,1340.2088848112253
8,2022,3,0,0,1118.1,1334.6651589756875
5,2023,3,0,0,1118.1,1332.6374971212208
4,2023,3,0,0,1118.1,1338.1812229567586
9,2022,3,0,173,1118.1,1313.2168371433581
9,2023,3,0,0,1118.1,1310.462593779077
9,2022,3,0,88,1118.1,1321.0312340203964
3,2023,3,0,119,1118.1,1332.7847931644428
5,2022,8,15,0,1118.12,3308.4680485709105
2,2022,8,15,148,1118.12,3311.4929821033875
3,2023,9,5,0,1118.51,4051.54916812024
8,2022,4,10,0,1120.32,1532.6743357202358
8,2023,6,10,0,1121.47,2462.6771803430383
1,2022,6,10,193,1121.47,2502.398822937954
2,2022,6,10,0,1121.47,2514.5983747173377
7,2023,6,15,0,1123.12,2330.0600735548796
2,2023,6,15,71,1123.12,2351.251382988208
5,2022,8,5,39,1125.56,3581.2042846629556
10,2023,7,10,15,1126.57,2924.5415594503065
8,2023,7,10,180,1126.57,2920.459887771838
11,2023,7,10,0,1126.57,2920.3768448283663
12,2022,4,5,180,1133.62,1632.112130438647
6,2023,4,5,0,1133.62,1663.2637806539278
8,2023,3,15,0,1136.66,901.523821743518
1,2022,3,15,0,1136.66,958.9887419533625
9,2023,4,5,0,1137.04,1646.6326031473145
1,2023,4,5,177,1137.04,1674.7100775111903
6,2023,6,0,50,1140.06,2745.489593216189
8,2022,6,0,96,1140.06,2748.832013184503
2,2023,6,0,154,1140.06,2758.103352144077
8,2023,6,0,82,1140.06,2731.460250956108
5,2023,6,0,170,1140.06,2740.001229342968
6,2023,6,0,131,1140.06,2738.042932662778
1,2022,6,0,0,1140.06,2796.4637658002684
6,2022,6,0,0,1140.06,2768.745136622587
9,2023,6,0,0,1140.06,2733.4551197548935
9,2022,3,0,0,1142.37,1329.121433140157
5,2023,3,0,74,1142.37,1325.8343751341527
6,2022,3,0,0,1142.37,1345.752610646763
2,2022,3,0,0,1142.37,1367.9275139889141
9,2022,3,0,86,1142.37,1321.2151021822137
5,2022,3,0,4,1142.37,1350.9286001586734
6,2023,3,0,0,1142.37,1327.093771285683
5,2023,3,0,0,1142.37,1332.6374971212208
9,2023,3,0,0,1142.37,1310.462593779077
8,2023,3,0,1,1142.37,1315.9143855337024
3,2022,2,5,150,1145.07,736.102001401785
1,2023,6,0,0,1149.42,2777.8049264391884
6,2022,6,0,0,1149.42,2768.745136622587
2,2022,6,0,32,1149.42,2787.9781493757255
6,2023,6,0,61,1149.42,2744.478318326219
8,2022,6,0,174,1149.42,2741.6611548738074
9,2023,6,0,10,1149.42,2732.5357789458285
3,2022,6,0,16,1149.42,2783.9053688346903
9,2023,6,0,0,1149.42,2733.4551197548935
10,2022,6,0,0,1149.42,2746.570233280436
12,2023,6,0,0,1149.42,2716.82394224828
6,2022,6,0,0,1149.42,2768.745136622587
4,2022,6,0,117,1149.42,2769.0763008276117
4,2023,6,0,0,1149.42,2761.173748932575
6,2023,6,0,88,1149.42,2741.996098141746
3,2022,6,0,18,1149.42,2783.72150067288
5,2023,7,0,195,1151.01,3212.0337193122396
6,2022,7,0,0,1151.01,3243.075978614528
11,2023,7,0,0,1151.01,3196.6985100757593
10,2022,7,0,0,1151.01,3220.901075272377
5,2022,7,0,0,1151.01,3248.6197044500586
3,2023,7,0,165,1151.01,3225.87919341051
11,2023,7,0,0,1151.01,3196.6985100757593
4,2022,7,0,96,1151.01,3245.337758518588
9,2022,7,0,0,1151.01,3226.444801107915
1,2023,7,0,0,1151.01,3252.1357684311297
3,2023,7,0,132,1151.01,3228.9130180804204
11,2023,7,0,0,1151.01,3196.6985100757593
2,2022,7,0,161,1151.01,3250.449494930748
8,2023,7,0,0,1151.01,3213.3296875823726
4,2023,7,0,0,1151.22,3235.5045909245164
5,2022,7,0,0,1151.22,3248.6197044500586
7,2023,7,0,0,1151.22,3218.8734134179103
5,2023,7,0,107,1151.22,3220.123918432
1,2022,7,0,148,1151.22,3257.1883638180734
1,2022,7,0,0,1151.22,3270.7946077922097
9,2022,7,0,81,1151.22,3218.998140554504
5,2022,7,0,27,1151.22,3246.137484265586
12,2022,7,0,0,1151.22,3209.8136236013015
7,2023,7,0,0,1151.22,3218.8734134179103
5,2023,7,0,13,1151.22,3228.7657220371984
5,2023,7,0,179,1151.22,3213.504664606742
3,2022,7,0,0,1151.22,3259.707156121134
3,2022,7,20,0,1163.01,2707.0638256263483
6,2022,7,20,0,1163.01,2690.432648119742
11,2022,7,20,77,1163.01,2655.635094712263
3,2023,7,20,0,1163.01,2688.4049862652682
1,2022,11,0,18,1173.7,5166.4631623036585
2,2022,3,15,106,1176.85,943.7000035417514
11,2022,9,0,0,1177.38,4164.019033420722
6,2023,9,0,0,1177.38,4173.078823237323
7,2023,9,0,0,1177.38,4167.535097401786
8,2023,9,0,136,1177.38,4149.488336562987
4,2022,9,0,0,1177.38,4202.825114269479
9,2022,10,10,85,1177.38,4365.3012649593
3,2023,9,0,0,1177.38,4189.710000743937
6,2022,9,0,183,1177.38,4174.913725792547
4,2023,9,0,0,1177.38,4184.166274908399
1,2023,9,0,29,1177.38,4198.131364068729
4,2023,3,10,0,1181.6,1061.8595577093656
2,2022,4,5,0,1182.56,1704.097523357159
11,2022,4,5,64,1182.56,1648.3202096593232
2,2023,4,5,0,1182.56,1685.438683996079
6,2022,4,5,27,1182.56,1679.4403998305352
1,2022,6,5,0,1183.78,2658.302933176572
9,2023,6,5,0,1183.78,2595.294287131197
6,2022,6,5,188,1183.78,2613.300696788501
11,2022,8,10,0,1183.9,3413.3665261813876
8,2022,9,20,0,1183.9,3628.006880432542
1,2023,9,20,0,1183.9,3648.1541219202263
11,2022,4,5,0,1183.97,1654.2039908373263
10,2022,9,20,0,1184.11,3616.9194287614737
2,2022,8,0,0,1184.8,3739.581723948613
11,2023,8,0,49,1184.8,3666.5245821032877
10,2023,8,0,166,1184.8,3661.3120204727893
6,2022,8,0,166,1184.8,3702.145763176013
11,2022,8,0,0,1184.8,3689.6881914287806
10,2022,8,0,0,1184.8,3695.2319172643183
10,2022,8,0,0,1184.8,3695.2319172643183
11,2022,8,0,0,1184.8,3689.6881914287806
10,2023,8,0,0,1184.8,3676.5730779032383
4,2022,8,0,167,1184.8,3713.1412807661764
3,2023,7,5,104,1189.15,3093.3263397221017
7,2022,7,5,22,1189.15,3097.3488703753537
9,2023,6,10,0,1189.19,2457.1334545075006
4,2023,2,0,0,1192.98,863.8503809648173
2,2023,2,0,84,1192.98,867.2153698397597
11,2023,4,0,11,1193.28,1772.6947092099726
12,2023,4,0,186,1193.28,1751.062519215826
3,2023,4,0,5,1193.28,1817.596120379705
3,2022,4,0,0,1193.28,1836.7146301453176
4,2023,4,0,0,1193.28,1812.5120649486998
10,2023,4,0,59,1193.28,1773.8255991620026
11,2022,4,0,0,1193.28,1792.3648234610228
10,2023,4,0,68,1193.28,1772.9981924338426
1,2022,4,0,26,1193.28,1845.4117957128183
7,2023,4,0,0,1193.28,1795.8808874420865
10,2022,4,0,122,1193.28,1786.6925914259846
9,2022,4,0,87,1193.28,1795.4540100932427
11,2023,4,0,135,1196.88,1761.2948831775866
1,2022,4,0,0,1196.88,1847.802081816386
5,2023,4,0,110,1196.88,1796.8555902134613
3,2022,4,0,0,1196.88,1836.7146301453176
5,2022,4,0,67,1196.88,1819.4675950535166
4,2022,4,0,119,1196.88,1820.2307486819263
6,2022,4,0,0,1196.88,1820.0834526387043
1,2023,4,0,0,1196.88,1829.1432424553059
5,2023,4,0,0,1196.88,1806.968339113162
8,2023,4,0,0,1196.88,1790.3371616065488
1,2022,5,20,59,1196.88,1764.0654825400707
2,2022,4,0,118,1196.88,1831.410134433907
5,2022,4,0,6,1196.88,1825.0755739888045
7,2022,4,0,0,1196.88,1814.5397268031666
6,2023,4,0,83,1196.88,1793.7940845623962
2,2023,7,10,7,1197.06,2969.6268387818563
5,2023,2,0,0,1205.34,858.3066551292795
5,2023,2,0,0,1205.34,858.3066551292795
8,2023,2,0,0,1205.34,841.6754776226735
7,2022,2,0,0,1205.34,865.878042819284
10,2022,2,0,137,1205.34,836.6518962285118
10,2022,2,0,164,1205.34,834.1696760440391
7,2022,2,0,100,1205.34,856.6846347286482
12,2022,2,0,0,1205.34,838.1594136416024
12,2022,2,0,0,1205.34,838.1594136416024
6,2022,2,0,0,1205.34,871.4217686548218
3,2022,2,0,0,1205.34,888.0529461614351
4,2022,2,0,195,1205.34,864.5820745491583
8,2022,2,0,28,1205.34,857.7601627183758
11,2023,2,0,170,1210.2,809.4155063619837
1,2023,2,0,42,1210.2,876.6203270733677
3,2023,2,0,164,1210.2,854.3169175317162
5,2023,2,0,140,1210.2,845.4358838023909
5,2023,2,0,0,1210.2,858.3066551292795
6,2023,2,0,0,1210.2,852.7629292937418
9,2022,2,0,66,1210.2,848.7229418083953
6,2023,2,0,0,1210.2,852.7629292937418
11,2023,8,20,32,1216.06,3115.4441309839094
